Mode,NLC,ASC,Station,Coverage,Source,Entries,Entries,Entries,Entries,Exits,Exits,Exits,Exits,en/ex
DLR,865,WESd,Westferry,Station entry / exit,APC,"3,161","3,301","2,519","1,826","3,242","3,293","2,518","1,916","2,579,546"
DLR,573,WOAd,Woolwich Arsenal,Station entry / exit,APC,"10,472","10,534","7,086","4,377","10,599","10,634","7,109","4,660","8,083,374"
EZL,3000,AMLr,Acton Main Line,Station entry / exit,Scaled,253,237,135,50,226,205,141,57,"178,777"
EZL,6872,BREr,Brentwood,Station entry / exit,Gateline,"1,691","1,630",581,336,"1,568","1,498",552,318,"1,168,543"
EZL,3176,BNMr,Burnham,Station entry / exit,Gateline,136,135,76,51,145,137,67,39,"106,258"
EZL,6874,CTHr,Chadwell Heath,Station entry / exit,Gateline,"3,402","3,321","1,657",942,"3,199","3,078","1,612",861,"2,469,914"
EZL,560,EBYu,Ealing Broadway,TfL Rail boarding / alighting,Scaled,"1,392","1,406",762,520,"1,556","1,532",821,561,"1,135,552"
EZL,6876,FOGr,Forest Gate,Station entry / exit,Gateline,"3,354","3,208","1,970","1,064","3,144","2,990","1,845","1,049","2,488,244"
EZL,6877,GDPr,Gidea Park,Station entry / exit,Gateline,"1,910","1,690",627,384,"1,700","1,553",571,313,"1,273,342"
EZL,6878,GMYr,Goodmayes,Station entry / exit,Gateline,"3,140","3,065","1,705",861,"2,933","2,816","1,589",792,"2,290,994"
EZL,3191,HANr,Hanwell,Station entry / exit,Scaled,459,426,191,21,643,605,237,77,"387,664"
EZL,6879,HROr,Harold Wood,Station entry / exit,Gateline,"2,189","2,110",946,505,"2,118","2,022",883,464,"1,573,665"
EZL,3186,HAYr,Hayes & Harlington,TfL Rail boarding / alighting,Scaled,"1,709","1,601",889,541,"1,359","1,264",653,384,"1,147,933"
EZL,7091,HAFr,Heathrow Terminal 4 EL,,,,,,,,,,,
EZL,9846,HWVr,Heathrow Terminal 5 EL,TfL Rail boarding / alighting,Loadweigh,632,776,662,886,774,869,501,832,"668,011"
EZL,7090,HXXr,Heathrow Terminals 2 & 3 EL,TfL Rail boarding / alighting,Scaled,153,183,144,244,114,151,83,92,"129,339"
EZL,6881,IFDr,Ilford,Station entry / exit,Gateline,"5,089","5,146","3,087","1,676","5,081","4,983","2,979","1,633","3,930,054"
EZL,3170,IVRr,Iver,Station entry / exit,Gateline,62,61,34,12,52,51,30,13,"43,002"
EZL,3171,LNYr,Langley,Station entry / exit,Gateline,117,113,48,39,105,98,40,26,"81,604"
EZL,6965,LSTr,Liverpool Street NR,TfL Rail boarding / alighting,Loadweigh,"10,321","8,609","5,480","2,914","12,710","11,800","8,965","4,451","8,767,094"
EZL,3147,MAIr,Maidenhead,Station entry / exit,Gateline,134,123,92,68,121,114,96,48,"102,141"
EZL,6883,MNPr,Manor Park,Station entry / exit,Gateline,"2,162","2,170","1,665",826,"2,020","2,002","1,548",856,"1,687,629"
EZL,6970,MYLr,Maryland,Station entry / exit,Gateline,"1,569","1,526",892,455,"1,240","1,275",749,422,"1,080,904"
EZL,3087,PADr,Paddington NR,TfL Rail boarding / alighting,Loadweigh,"6,703","6,472","3,860","3,257","8,132","8,176","6,249","4,019","5,977,071"
EZL,3149,RDGr,Reading,TfL Rail boarding / alighting,Loadweigh,"1,314","1,371",705,705,"1,673","1,845","1,105",842,"1,211,829"
EZL,6886,RMFr,Romford,TfL Rail boarding / alighting,Scaled,"5,584","5,531","2,939","1,657","5,738","5,610","2,998","1,582","4,279,882"
EZL,6893,SVKr,Seven Kings,TfL Rail boarding / alighting,Scaled,"2,940","2,780","1,516",822,"2,639","2,460","1,338",772,"2,087,123"
EZL,6888,SNFr,Shenfield,TfL Rail boarding / alighting,Loadweigh,"1,571","1,871",905,549,"1,893","1,872","1,149",689,"1,365,424"
EZL,3172,SLOr,Slough,Station entry / exit,Gateline,283,268,170,145,309,306,202,130,"234,410"
EZL,3187,STLr,Southall,TfL Rail boarding / alighting,Scaled,"1,866","1,847",968,550,"1,941","1,847",943,528,"1,429,088"
EZL,719,SFDu,Stratford,TfL Rail boarding / alighting,Scaled,"9,632","9,750","8,584","6,660","10,172","10,482","8,371","6,262","8,480,044"
EZL,3151,TAPr,Taplow,Station entry / exit,Gateline,28,24,7,10,31,30,7,8,"20,878"
EZL,3155,TWYr,Twyford,Station entry / exit,Gateline,17,18,5,3,20,22,5,5,"13,407"
EZL,3174,WDTr,West Drayton,Station entry / exit,Gateline,"1,406","1,362",691,485,"1,540","1,503",701,414,"1,104,778"
EZL,3188,WEAr,West Ealing,TfL Rail boarding / alighting,Scaled,864,826,420,116,964,906,455,161,"663,903"
