Mode,NLC,ASC,Station,Coverage,Source,entries,,entries,entries,exits,,exits,exits,en/ex
DLR,533,LCAd,London City Airport,Station entry / exit,APC,"7,719",0,"2,687","4,144","7,420",0,"2,340","3,872"," 	4,411,647 "
DLR,857,MUDd,Mudchute,Station entry / exit,APC,"3,451",0,"2,805","2,026","3,211",0,"2,672","2,115"," 	2,134,183 "
DLR,538,PDKd,Pontoon Dock,Station entry / exit,APC,"2,257",0,"1,763","1,288","2,902",0,"1,994","1,535"," 	1,609,537 "
DLR,858,POPd,Poplar,Station entry / exit,APC,"7,315",0,"4,239","3,428","8,450",0,"4,490","3,836"," 	4,713,917 "
DLR,888,PRRd,Prince Regent,Station entry / exit,APC,"4,017",0,"8,161","2,657","4,123",0,"7,768","2,432"," 	3,068,336 "
DLR,859,PMLd,Pudding Mill Lane,Station entry / exit,APC,"1,092",0,406,99,"1,096",0,433,94," 	595,193 "
DLR,890,ROAd,Royal Albert,Station entry / exit,APC,"2,706",0,"1,983","1,555","3,008",0,"2,196","1,475"," 	1,778,768 "
DLR,886,ROVd,Royal Victoria,Station entry / exit,APC,"7,348",0,"7,332","5,477","7,441",0,"7,260","5,260"," 	4,935,448 "
DLR,860,SHAd,Shadwell DLR,Station entry / exit,APC,"12,970",0,"8,982","6,373","14,788",0,"10,219","7,412"," 	8,539,916 "
DLR,861,SOQd,South Quay,Station entry / exit,APC,"10,180",0,"4,096","2,830","10,909",0,"3,907","2,822"," 	5,921,106 "
DLR,889,STLd,Star Lane,Station entry / exit,APC,"2,495",0,"1,305",763,"2,645",0,"1,389",881," 	1,493,352 "
DLR,719,SFDu,Stratford,DLR boarding / alighting,APC,"15,789",0,"6,800","4,683","15,277",0,"6,152","4,233"," 	8,809,473 "
DLR,749,SHSd,Stratford High Street,Station entry / exit,APC,"1,768",0,"1,094",866,"2,017",0,"1,189",924," 	1,143,355 "
DLR,504,STId,Stratford International DLR,Station entry / exit,APC,"6,162",0,"4,784","3,045","5,170",0,"4,362","2,867"," 	3,565,490 "
DLR,864,TOGd,Tower Gateway,Station entry / exit,APC,"6,972",0,"4,049","3,318","7,861",0,"4,848","3,853"," 	4,485,971 "
DLR,757,WHMu,West Ham,DLR boarding / alighting,APC,"5,795",0,"4,524","2,639","4,944",0,"4,085","2,179"," 	3,336,998 "
DLR,866,WIQd,West India Quay,Station entry / exit,APC,"1,885",0,"2,012","1,559","1,833",0,"2,021","1,580"," 	1,280,769 "
DLR,559,WSId,West Silvertown,Station entry / exit,APC,"3,328",0,"2,151","1,219","3,729",0,"2,372","1,396"," 	2,109,077 "
DLR,865,WESd,Westferry,Station entry / exit,APC,"8,034",0,"6,033","4,553","7,850",0,"5,812","4,740"," 	4,999,283 "
DLR,573,WOAd,Woolwich Arsenal,Station entry / exit,APC,"25,980",0,"18,793","12,723","24,316",0,"16,792","12,308"," 	15,515,983 "
TfLRail,6872,BREr,Brentwood,Station entry / exit,Manual Count,"6,029",0,425,"1,059","5,489",0,477,983," 	2,910,274 "
TfLRail,6874,CTHr,Chadwell Heath,Station entry / exit,Gateline,"7,266",0,"4,934","1,495","6,675",0,"5,752","1,327"," 	4,000,605 "
TfLRail,6876,FOGr,Forest Gate,Station entry / exit,Manual Count,"5,356",0,"2,323","1,551","5,457",0,"2,093","1,462"," 	2,956,428 "
TfLRail,6877,GDPr,Gidea Park,Station entry / exit,Gateline,"5,144",0,158,779,"4,454",0,112,756," 	2,393,978 "
TfLRail,6878,GMYr,Goodmayes,Station entry / exit,Gateline,"6,852",0,"2,298","1,421","6,229",0,"1,988","1,309"," 	3,481,761 "
TfLRail,6879,HROr,Harold Wood,Station entry / exit,Gateline,"5,269",0,266,798,"4,724",0,215,671," 	2,495,901 "
TfLRail,6881,IFDr,Ilford,Station entry / exit,Gateline,"14,229",0,"8,466","3,601","14,484",0,"7,351","3,159"," 	7,987,556 "
TfLRail,6965,LSTr,Liverpool Street NR,TfL Rail boarding / alighting,Manual Count,"31,706",0,"11,157","8,016","27,560",0,"10,545","6,745"," 	15,999,583 "
TfLRail,6883,MNPr,Manor Park,Station entry / exit,Manual Count,"3,849",0,"1,423",952,"4,020",0,"1,402",976," 	2,120,086 "
TfLRail,6970,MYLr,Maryland,Station entry / exit,Manual Count,"2,299",0,"1,386",606,"2,338",0,"1,075",452," 	1,283,840 "
TfLRail,6886,RMFr,Romford,TfL Rail boarding / alighting,Manual Count,"14,230",0,"5,019","3,354","15,179",0,"3,726","3,278"," 	7,808,711 "
TfLRail,6893,SVKr,Seven Kings,Station entry / exit,Gateline,"5,936",0,"2,183","1,417","5,342",0,"1,803","1,233"," 	3,030,081 "
TfLRail,6888,SNFr,Shenfield,TfL Rail boarding / alighting,Manual Count,"3,441",0,"1,905",729,"2,831",0,"1,312",570," 	1,724,799 "
TfLRail,719,SFDu,Stratford,TfL Rail boarding / alighting,Manual Count,"40,812",0,"40,118","26,281","44,857",0,"44,147","28,579"," 	27,282,075 "
